7.2363 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018785214320>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000187854FA550>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
133.0254 	EXP 	pos225: fillColor = '[ 1.  1. -1.] (rgb)'
133.0254 	EXP 	pos225: lineColor = '[ 1.  1. -1.] (rgb)'
133.0254 	EXP 	pos270: fillColor = '[-1.  1.  1.] (rgb)'
133.0254 	EXP 	pos270: lineColor = '[-1.  1.  1.] (rgb)'
133.0254 	EXP 	pos315: fillColor = '[0. 0. 0.] (rgb)'
133.0254 	EXP 	pos315: lineColor = '[0. 0. 0.] (rgb)'
133.0254 	EXP 	response: fillColor = '[-1. -1.  1.] (rgb)'
133.0254 	EXP 	response: lineColor = '[-1. -1.  1.] (rgb)'
133.0254 	EXP 	pos0: autoDraw = True
133.0254 	EXP 	pos45: autoDraw = True
133.0254 	EXP 	pos90: autoDraw = True
133.0254 	EXP 	pos135: autoDraw = True
133.0254 	EXP 	pos180: autoDraw = True
133.0254 	EXP 	pos225: autoDraw = True
133.0254 	EXP 	pos270: autoDraw = True
133.0254 	EXP 	pos315: autoDraw = True
133.1288 	DATA 	Mouse:  Left button up, pos=(933,950)
138.0409 	EXP 	pos0: autoDraw = False
138.0409 	EXP 	pos45: autoDraw = False
138.0409 	EXP 	pos90: autoDraw = False
138.0409 	EXP 	pos135: autoDraw = False
138.0409 	EXP 	pos180: autoDraw = False
138.0409 	EXP 	pos225: autoDraw = False
138.0409 	EXP 	pos270: autoDraw = False
138.0409 	EXP 	pos315: autoDraw = False
140.0059 	EXP 	response: autoDraw = True
141.6495 	DATA 	Mouse: Left button down, pos=(1290,834)
141.6648 	EXP 	New trial (rep=0, index=14): OrderedDict([('Color0', [-1, 1, 1]), ('Color45', [1, 1, 1]), ('Color90', [1, 1, -1]), ('Color135', [1, -1, 1]), ('Color180', [0, 0, 0]), ('Color225', [-1, 1, -1]), ('Color270', [-1, -1, 1]), ('Color315', [1, -1, -1]), ('Cueresp', [1, 1, -1]), ('target_angle', 90), ('load', 7), ('delay', 2), ('trial', 6)])
141.6765 	EXP 	pos0: autoDraw = False
141.6765 	EXP 	pos45: autoDraw = False
141.6765 	EXP 	pos90: autoDraw = False
141.6765 	EXP 	pos135: autoDraw = False
141.6765 	EXP 	pos180: autoDraw = False
141.6765 	EXP 	pos225: autoDraw = False
141.6765 	EXP 	pos270: autoDraw = False
141.6765 	EXP 	pos315: autoDraw = False
141.6765 	EXP 	response: autoDraw = False
141.6765 	EXP 	pos0: fillColor = '[-1.  1.  1.] (rgb)'
141.6765 	EXP 	pos0: lineColor = '[-1.  1.  1.] (rgb)'
141.6765 	EXP 	pos45: fillColor = '[1. 1. 1.] (rgb)'
141.6765 	EXP 	pos45: lineColor = '[1. 1. 1.] (rgb)'
141.6765 	EXP 	pos90: fillColor = '[ 1.  1. -1.] (rgb)'
141.6765 	EXP 	pos90: lineColor = '[ 1.  1. -1.] (rgb)'
141.6765 	EXP 	pos135: fillColor = '[ 1. -1.  1.] (rgb)'
141.6765 	EXP 	pos135: lineColor = '[ 1. -1.  1.] (rgb)'
141.6765 	EXP 	pos180: fillColor = '[0. 0. 0.] (rgb)'
141.6765 	EXP 	pos180: lineColor = '[0. 0. 0.] (rgb)'
141.6765 	EXP 	pos225: fillColor = '[-1.  1. -1.] (rgb)'
141.6765 	EXP 	pos225: lineColor = '[-1.  1. -1.] (rgb)'
141.6765 	EXP 	pos270: fillColor = '[-1. -1.  1.] (rgb)'
141.6765 	EXP 	pos270: lineColor = '[-1. -1.  1.] (rgb)'
141.6765 	EXP 	pos315: fillColor = '[ 1. -1. -1.] (rgb)'
141.6765 	EXP 	pos315: lineColor = '[ 1. -1. -1.] (rgb)'
141.6765 	EXP 	response: fillColor = '[ 1.  1. -1.] (rgb)'
141.6765 	EXP 	response: lineColor = '[ 1.  1. -1.] (rgb)'
141.6765 	EXP 	pos0: autoDraw = True
141.6765 	EXP 	pos45: autoDraw = True
141.6765 	EXP 	pos90: autoDraw = True
141.6765 	EXP 	pos135: autoDraw = True
141.6765 	EXP 	pos180: autoDraw = True
141.6765 	EXP 	pos225: autoDraw = True
141.6765 	EXP 	pos270: autoDraw = True
141.6765 	EXP 	pos315: autoDraw = True
141.7752 	DATA 	Mouse:  Left button up, pos=(1290,834)
146.6870 	EXP 	pos0: autoDraw = False
146.6870 	EXP 	pos45: autoDraw = False
146.6870 	EXP 	pos90: autoDraw = False
146.6870 	EXP 	pos135: autoDraw = False
146.6870 	EXP 	pos180: autoDraw = False
146.6870 	EXP 	pos225: autoDraw = False
146.6870 	EXP 	pos270: autoDraw = False
146.6870 	EXP 	pos315: autoDraw = False
148.6696 	EXP 	response: autoDraw = True
150.7866 	DATA 	Mouse: Left button down, pos=(927,975)
150.7897 	EXP 	New trial (rep=0, index=15): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [1, -1, 1]), ('Color90', [-1, -1, 1]), ('Color135', [1, 1, -1]), ('Color180', [-1, 1, 1]), ('Color225', [1, -1, -1]), ('Color270', [-1, 1, -1]), ('Color315', [1, 1, 1]), ('Cueresp', [-1, 1, -1]), ('target_angle', 270), ('load', 7), ('delay', 2), ('trial', 7)])
150.8031 	EXP 	pos0: autoDraw = False
150.8031 	EXP 	pos45: autoDraw = False
150.8031 	EXP 	pos90: autoDraw = False
150.8031 	EXP 	pos135: autoDraw = False
150.8031 	EXP 	pos180: autoDraw = False
150.8031 	EXP 	pos225: autoDraw = False
150.8031 	EXP 	pos270: autoDraw = False
150.8031 	EXP 	pos315: autoDraw = False
150.8031 	EXP 	response: autoDraw = False
150.8031 	EXP 	pos0: fillColor = '[0. 0. 0.] (rgb)'
150.8031 	EXP 	pos0: lineColor = '[0. 0. 0.] (rgb)'
150.8031 	EXP 	pos45: fillColor = '[ 1. -1.  1.] (rgb)'
150.8031 	EXP 	pos45: lineColor = '[ 1. -1.  1.] (rgb)'
150.8031 	EXP 	pos90: fillColor = '[-1. -1.  1.] (rgb)'
150.8031 	EXP 	pos90: lineColor = '[-1. -1.  1.] (rgb)'
150.8031 	EXP 	pos135: fillColor = '[ 1.  1. -1.] (rgb)'
150.8031 	EXP 	pos135: lineColor = '[ 1.  1. -1.] (rgb)'
150.8031 	EXP 	pos180: fillColor = '[-1.  1.  1.] (rgb)'
150.8031 	EXP 	pos180: lineColor = '[-1.  1.  1.] (rgb)'
150.8031 	EXP 	pos225: fillColor = '[ 1. -1. -1.] (rgb)'
150.8031 	EXP 	pos225: lineColor = '[ 1. -1. -1.] (rgb)'
150.8031 	EXP 	pos270: fillColor = '[-1.  1. -1.] (rgb)'
150.8031 	EXP 	pos270: lineColor = '[-1.  1. -1.] (rgb)'
150.8031 	EXP 	pos315: fillColor = '[1. 1. 1.] (rgb)'
150.8031 	EXP 	pos315: lineColor = '[1. 1. 1.] (rgb)'
150.8031 	EXP 	response: fillColor = '[-1.  1. -1.] (rgb)'
150.8031 	EXP 	response: lineColor = '[-1.  1. -1.] (rgb)'
150.8031 	EXP 	pos0: autoDraw = True
150.8031 	EXP 	pos45: autoDraw = True
150.8031 	EXP 	pos90: autoDraw = True
150.8031 	EXP 	pos135: autoDraw = True
150.8031 	EXP 	pos180: autoDraw = True
150.8031 	EXP 	pos225: autoDraw = True
150.8031 	EXP 	pos270: autoDraw = True
150.8031 	EXP 	pos315: autoDraw = True
150.8892 	DATA 	Mouse:  Left button up, pos=(927,975)
155.8175 	EXP 	pos0: autoDraw = False
155.8175 	EXP 	pos45: autoDraw = False
155.8175 	EXP 	pos90: autoDraw = False
155.8175 	EXP 	pos135: autoDraw = False
155.8175 	EXP 	pos180: autoDraw = False
155.8175 	EXP 	pos225: autoDraw = False
155.8175 	EXP 	pos270: autoDraw = False
155.8175 	EXP 	pos315: autoDraw = False
157.7838 	EXP 	response: autoDraw = True
160.9670 	DATA 	Mouse: Left button down, pos=(1198,763)
160.9885 	EXP 	Imported trials_long_delay.xlsx as conditions, 16 conditions, 13 params
160.9889 	EXP 	Created sequence: random, trialTypes=16, nReps=1, seed=None
160.9893 	EXP 	New trial (rep=0, index=0): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [1, 1, -1]), ('Color90', [1, -1, -1]), ('Color135', [-1, 1, 1]), ('Color180', [-1, 1, -1]), ('Color225', [-1, -1, 1]), ('Color270', [1, 1, 1]), ('Color315', [1, -1, 1]), ('Cueresp', [-1, -1, 1]), ('target_angle', 225), ('load', 7), ('delay', 9), ('trial', 5)])
160.9982 	EXP 	pos0: autoDraw = False
160.9982 	EXP 	pos45: autoDraw = False
160.9982 	EXP 	pos90: autoDraw = False
160.9982 	EXP 	pos135: autoDraw = False
160.9982 	EXP 	pos180: autoDraw = False
160.9982 	EXP 	pos225: autoDraw = False
160.9982 	EXP 	pos270: autoDraw = False
160.9982 	EXP 	pos315: autoDraw = False
160.9982 	EXP 	response: autoDraw = False
160.9982 	EXP 	pos0_2: fillColor = '[0. 0. 0.] (rgb)'
160.9982 	EXP 	pos0_2: lineColor = '[0. 0. 0.] (rgb)'
160.9982 	EXP 	pos45_2: fillColor = '[ 1.  1. -1.] (rgb)'
160.9982 	EXP 	pos45_2: lineColor = '[ 1.  1. -1.] (rgb)'
160.9982 	EXP 	pos90_2: fillColor = '[ 1. -1. -1.] (rgb)'
160.9982 	EXP 	pos90_2: lineColor = '[ 1. -1. -1.] (rgb)'
160.9982 	EXP 	pos135_2: fillColor = '[-1.  1.  1.] (rgb)'
160.9982 	EXP 	pos135_2: lineColor = '[-1.  1.  1.] (rgb)'
160.9982 	EXP 	pos180_2: fillColor = '[-1.  1. -1.] (rgb)'
160.9982 	EXP 	pos180_2: lineColor = '[-1.  1. -1.] (rgb)'
160.9982 	EXP 	pos225_2: fillColor = '[-1. -1.  1.] (rgb)'
160.9982 	EXP 	pos225_2: lineColor = '[-1. -1.  1.] (rgb)'
160.9982 	EXP 	pos270_2: fillColor = '[1. 1. 1.] (rgb)'
160.9982 	EXP 	pos270_2: lineColor = '[1. 1. 1.] (rgb)'
160.9982 	EXP 	pos315_2: fillColor = '[ 1. -1.  1.] (rgb)'
160.9982 	EXP 	pos315_2: lineColor = '[ 1. -1.  1.] (rgb)'
160.9982 	EXP 	response_2: fillColor = '[-1. -1.  1.] (rgb)'
160.9982 	EXP 	response_2: lineColor = '[-1. -1.  1.] (rgb)'
160.9982 	EXP 	pos0_2: autoDraw = True
160.9982 	EXP 	pos45_2: autoDraw = True
160.9982 	EXP 	pos90_2: autoDraw = True
160.9982 	EXP 	pos135_2: autoDraw = True
160.9982 	EXP 	pos180_2: autoDraw = True
160.9982 	EXP 	pos225_2: autoDraw = True
160.9982 	EXP 	pos270_2: autoDraw = True
160.9982 	EXP 	pos315_2: autoDraw = True
161.0848 	DATA 	Mouse:  Left button up, pos=(1198,763)
165.9978 	EXP 	pos0_2: autoDraw = False
165.9978 	EXP 	pos45_2: autoDraw = False
165.9978 	EXP 	pos90_2: autoDraw = False
165.9978 	EXP 	pos135_2: autoDraw = False
165.9978 	EXP 	pos180_2: autoDraw = False
165.9978 	EXP 	pos225_2: autoDraw = False
165.9978 	EXP 	pos270_2: autoDraw = False
165.9978 	EXP 	pos315_2: autoDraw = False
174.9944 	EXP 	response_2: autoDraw = True
176.7779 	DATA 	Mouse: Left button down, pos=(760,270)
176.7818 	EXP 	New trial (rep=0, index=1): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [1, 1, 1]), ('Color90', [-1, -1, 1]), ('Color135', [0, 0, 0]), ('Color180', [0, 0, 0]), ('Color225', [0, 0, 0]), ('Color270', [0, 0, 0]), ('Color315', [1, -1, 1]), ('Cueresp', [-1, -1, 1]), ('target_angle', 90), ('load', 3), ('delay', 9), ('trial', 3)])
176.7945 	EXP 	pos0_2: autoDraw = False
176.7945 	EXP 	pos45_2: autoDraw = False
176.7945 	EXP 	pos90_2: autoDraw = False
176.7945 	EXP 	pos135_2: autoDraw = False
176.7945 	EXP 	pos180_2: autoDraw = False
176.7945 	EXP 	pos225_2: autoDraw = False
176.7945 	EXP 	pos270_2: autoDraw = False
176.7945 	EXP 	pos315_2: autoDraw = False
176.7945 	EXP 	response_2: autoDraw = False
176.7945 	EXP 	pos0_2: fillColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos0_2: lineColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos45_2: fillColor = '[1. 1. 1.] (rgb)'
176.7945 	EXP 	pos45_2: lineColor = '[1. 1. 1.] (rgb)'
176.7945 	EXP 	pos90_2: fillColor = '[-1. -1.  1.] (rgb)'
176.7945 	EXP 	pos90_2: lineColor = '[-1. -1.  1.] (rgb)'
176.7945 	EXP 	pos135_2: fillColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos135_2: lineColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos180_2: fillColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos180_2: lineColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos225_2: fillColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos225_2: lineColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos270_2: fillColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos270_2: lineColor = '[0. 0. 0.] (rgb)'
176.7945 	EXP 	pos315_2: fillColor = '[ 1. -1.  1.] (rgb)'
176.7945 	EXP 	pos315_2: lineColor = '[ 1. -1.  1.] (rgb)'
176.7945 	EXP 	response_2: fillColor = '[-1. -1.  1.] (rgb)'
176.7945 	EXP 	response_2: lineColor = '[-1. -1.  1.] (rgb)'
176.7945 	EXP 	pos0_2: autoDraw = True
176.7945 	EXP 	pos45_2: autoDraw = True
176.7945 	EXP 	pos90_2: autoDraw = True
176.7945 	EXP 	pos135_2: autoDraw = True
176.7945 	EXP 	pos180_2: autoDraw = True
176.7945 	EXP 	pos225_2: autoDraw = True
176.7945 	EXP 	pos270_2: autoDraw = True
176.7945 	EXP 	pos315_2: autoDraw = True
176.9146 	DATA 	Mouse:  Left button up, pos=(760,271)
181.8089 	EXP 	pos0_2: autoDraw = False
181.8089 	EXP 	pos45_2: autoDraw = False
181.8089 	EXP 	pos90_2: autoDraw = False
181.8089 	EXP 	pos135_2: autoDraw = False
181.8089 	EXP 	pos180_2: autoDraw = False
181.8089 	EXP 	pos225_2: autoDraw = False
181.8089 	EXP 	pos270_2: autoDraw = False
181.8089 	EXP 	pos315_2: autoDraw = False
190.7893 	EXP 	response_2: autoDraw = True
192.6056 	DATA 	Mouse: Left button down, pos=(1112,961)
192.6093 	EXP 	New trial (rep=0, index=2): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [1, 1, 1]), ('Color90', [0, 0, 0]), ('Color135', [0, 0, 0]), ('Color180', [1, -1, 1]), ('Color225', [1, 1, -1]), ('Color270', [0, 0, 0]), ('Color315', [0, 0, 0]), ('Cueresp', [1, 1, -1]), ('target_angle', 225), ('load', 3), ('delay', 9), ('trial', 2)])
192.6221 	EXP 	pos0_2: autoDraw = False
192.6221 	EXP 	pos45_2: autoDraw = False
192.6221 	EXP 	pos90_2: autoDraw = False
192.6221 	EXP 	pos135_2: autoDraw = False
192.6221 	EXP 	pos180_2: autoDraw = False
192.6221 	EXP 	pos225_2: autoDraw = False
192.6221 	EXP 	pos270_2: autoDraw = False
192.6221 	EXP 	pos315_2: autoDraw = False
192.6221 	EXP 	response_2: autoDraw = False
192.6221 	EXP 	pos0_2: fillColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos0_2: lineColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos45_2: fillColor = '[1. 1. 1.] (rgb)'
192.6221 	EXP 	pos45_2: lineColor = '[1. 1. 1.] (rgb)'
192.6221 	EXP 	pos90_2: fillColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos90_2: lineColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos135_2: fillColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos135_2: lineColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos180_2: fillColor = '[ 1. -1.  1.] (rgb)'
192.6221 	EXP 	pos180_2: lineColor = '[ 1. -1.  1.] (rgb)'
192.6221 	EXP 	pos225_2: fillColor = '[ 1.  1. -1.] (rgb)'
192.6221 	EXP 	pos225_2: lineColor = '[ 1.  1. -1.] (rgb)'
192.6221 	EXP 	pos270_2: fillColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos270_2: lineColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos315_2: fillColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	pos315_2: lineColor = '[0. 0. 0.] (rgb)'
192.6221 	EXP 	response_2: fillColor = '[ 1.  1. -1.] (rgb)'
192.6221 	EXP 	response_2: lineColor = '[ 1.  1. -1.] (rgb)'
192.6221 	EXP 	pos0_2: autoDraw = True
192.6221 	EXP 	pos45_2: autoDraw = True
192.6221 	EXP 	pos90_2: autoDraw = True
192.6221 	EXP 	pos135_2: autoDraw = True
192.6221 	EXP 	pos180_2: autoDraw = True
192.6221 	EXP 	pos225_2: autoDraw = True
192.6221 	EXP 	pos270_2: autoDraw = True
192.6221 	EXP 	pos315_2: autoDraw = True
192.7257 	DATA 	Mouse:  Left button up, pos=(1112,961)
197.6366 	EXP 	pos0_2: autoDraw = False
197.6366 	EXP 	pos45_2: autoDraw = False
197.6366 	EXP 	pos90_2: autoDraw = False
197.6366 	EXP 	pos135_2: autoDraw = False
197.6366 	EXP 	pos180_2: autoDraw = False
197.6366 	EXP 	pos225_2: autoDraw = False
197.6366 	EXP 	pos270_2: autoDraw = False
197.6366 	EXP 	pos315_2: autoDraw = False
206.6006 	EXP 	response_2: autoDraw = True
207.9429 	DATA 	Mouse: Left button down, pos=(730,330)
207.9593 	EXP 	New trial (rep=0, index=3): OrderedDict([('Color0', [-1, 1, 1]), ('Color45', [1, 1, 1]), ('Color90', [-1, 1, -1]), ('Color135', [1, -1, 1]), ('Color180', [0, 0, 0]), ('Color225', [1, 1, -1]), ('Color270', [1, -1, -1]), ('Color315', [-1, -1, 1]), ('Cueresp', [1, -1, -1]), ('target_angle', 270), ('load', 7), ('delay', 9), ('trial', 3)])
207.9748 	EXP 	pos0_2: autoDraw = False
207.9748 	EXP 	pos45_2: autoDraw = False
207.9748 	EXP 	pos90_2: autoDraw = False
207.9748 	EXP 	pos135_2: autoDraw = False
207.9748 	EXP 	pos180_2: autoDraw = False
207.9748 	EXP 	pos225_2: autoDraw = False
207.9748 	EXP 	pos270_2: autoDraw = False
207.9748 	EXP 	pos315_2: autoDraw = False
207.9748 	EXP 	response_2: autoDraw = False
207.9748 	EXP 	pos0_2: fillColor = '[-1.  1.  1.] (rgb)'
207.9748 	EXP 	pos0_2: lineColor = '[-1.  1.  1.] (rgb)'
207.9748 	EXP 	pos45_2: fillColor = '[1. 1. 1.] (rgb)'
207.9748 	EXP 	pos45_2: lineColor = '[1. 1. 1.] (rgb)'
207.9748 	EXP 	pos90_2: fillColor = '[-1.  1. -1.] (rgb)'
207.9748 	EXP 	pos90_2: lineColor = '[-1.  1. -1.] (rgb)'
207.9748 	EXP 	pos135_2: fillColor = '[ 1. -1.  1.] (rgb)'
207.9748 	EXP 	pos135_2: lineColor = '[ 1. -1.  1.] (rgb)'
207.9748 	EXP 	pos180_2: fillColor = '[0. 0. 0.] (rgb)'
207.9748 	EXP 	pos180_2: lineColor = '[0. 0. 0.] (rgb)'
207.9748 	EXP 	pos225_2: fillColor = '[ 1.  1. -1.] (rgb)'
207.9748 	EXP 	pos225_2: lineColor = '[ 1.  1. -1.] (rgb)'
207.9748 	EXP 	pos270_2: fillColor = '[ 1. -1. -1.] (rgb)'
207.9748 	EXP 	pos270_2: lineColor = '[ 1. -1. -1.] (rgb)'
207.9748 	EXP 	pos315_2: fillColor = '[-1. -1.  1.] (rgb)'
207.9748 	EXP 	pos315_2: lineColor = '[-1. -1.  1.] (rgb)'
207.9748 	EXP 	response_2: fillColor = '[ 1. -1. -1.] (rgb)'
207.9748 	EXP 	response_2: lineColor = '[ 1. -1. -1.] (rgb)'
207.9748 	EXP 	pos0_2: autoDraw = True
207.9748 	EXP 	pos45_2: autoDraw = True
207.9748 	EXP 	pos90_2: autoDraw = True
207.9748 	EXP 	pos135_2: autoDraw = True
207.9748 	EXP 	pos180_2: autoDraw = True
207.9748 	EXP 	pos225_2: autoDraw = True
207.9748 	EXP 	pos270_2: autoDraw = True
207.9748 	EXP 	pos315_2: autoDraw = True
208.0870 	DATA 	Mouse:  Left button up, pos=(730,330)
212.9817 	EXP 	pos0_2: autoDraw = False
212.9817 	EXP 	pos45_2: autoDraw = False
212.9817 	EXP 	pos90_2: autoDraw = False
212.9817 	EXP 	pos135_2: autoDraw = False
212.9817 	EXP 	pos180_2: autoDraw = False
212.9817 	EXP 	pos225_2: autoDraw = False
212.9817 	EXP 	pos270_2: autoDraw = False
212.9817 	EXP 	pos315_2: autoDraw = False
221.9617 	EXP 	response_2: autoDraw = True
223.5615 	DATA 	Mouse: Left button down, pos=(1264,781)
223.5645 	EXP 	New trial (rep=0, index=4): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [-1, 1, -1]), ('Color90', [-1, 1, 1]), ('Color135', [1, 1, 1]), ('Color180', [-1, -1, 1]), ('Color225', [1, 1, -1]), ('Color270', [1, -1, -1]), ('Color315', [1, -1, 1]), ('Cueresp', [1, -1, -1]), ('target_angle', 270), ('load', 7), ('delay', 9), ('trial', 0)])
223.5782 	EXP 	pos0_2: autoDraw = False
223.5782 	EXP 	pos45_2: autoDraw = False
223.5782 	EXP 	pos90_2: autoDraw = False
223.5782 	EXP 	pos135_2: autoDraw = False
223.5782 	EXP 	pos180_2: autoDraw = False
223.5782 	EXP 	pos225_2: autoDraw = False
223.5782 	EXP 	pos270_2: autoDraw = False
223.5782 	EXP 	pos315_2: autoDraw = False
223.5782 	EXP 	response_2: autoDraw = False
223.5782 	EXP 	pos0_2: fillColor = '[0. 0. 0.] (rgb)'
223.5782 	EXP 	pos0_2: lineColor = '[0. 0. 0.] (rgb)'
223.5782 	EXP 	pos45_2: fillColor = '[-1.  1. -1.] (rgb)'
223.5782 	EXP 	pos45_2: lineColor = '[-1.  1. -1.] (rgb)'
223.5782 	EXP 	pos90_2: fillColor = '[-1.  1.  1.] (rgb)'
223.5782 	EXP 	pos90_2: lineColor = '[-1.  1.  1.] (rgb)'
223.5782 	EXP 	pos135_2: fillColor = '[1. 1. 1.] (rgb)'
223.5782 	EXP 	pos135_2: lineColor = '[1. 1. 1.] (rgb)'
223.5782 	EXP 	pos180_2: fillColor = '[-1. -1.  1.] (rgb)'
223.5782 	EXP 	pos180_2: lineColor = '[-1. -1.  1.] (rgb)'
223.5782 	EXP 	pos225_2: fillColor = '[ 1.  1. -1.] (rgb)'
223.5782 	EXP 	pos225_2: lineColor = '[ 1.  1. -1.] (rgb)'
223.5782 	EXP 	pos270_2: fillColor = '[ 1. -1. -1.] (rgb)'
223.5782 	EXP 	pos270_2: lineColor = '[ 1. -1. -1.] (rgb)'
223.5782 	EXP 	pos315_2: fillColor = '[ 1. -1.  1.] (rgb)'
223.5782 	EXP 	pos315_2: lineColor = '[ 1. -1.  1.] (rgb)'
223.5782 	EXP 	response_2: fillColor = '[ 1. -1. -1.] (rgb)'
223.5782 	EXP 	response_2: lineColor = '[ 1. -1. -1.] (rgb)'
223.5782 	EXP 	pos0_2: autoDraw = True
223.5782 	EXP 	pos45_2: autoDraw = True
223.5782 	EXP 	pos90_2: autoDraw = True
223.5782 	EXP 	pos135_2: autoDraw = True
223.5782 	EXP 	pos180_2: autoDraw = True
223.5782 	EXP 	pos225_2: autoDraw = True
223.5782 	EXP 	pos270_2: autoDraw = True
223.5782 	EXP 	pos315_2: autoDraw = True
223.6810 	DATA 	Mouse:  Left button up, pos=(1264,781)
228.5931 	EXP 	pos0_2: autoDraw = False
228.5931 	EXP 	pos45_2: autoDraw = False
228.5931 	EXP 	pos90_2: autoDraw = False
228.5931 	EXP 	pos135_2: autoDraw = False
228.5931 	EXP 	pos180_2: autoDraw = False
228.5931 	EXP 	pos225_2: autoDraw = False
228.5931 	EXP 	pos270_2: autoDraw = False
228.5931 	EXP 	pos315_2: autoDraw = False
237.5568 	EXP 	response_2: autoDraw = True
239.3416 	DATA 	Mouse: Left button down, pos=(1290,878)
239.3512 	EXP 	New trial (rep=0, index=5): OrderedDict([('Color0', [-1, -1, 1]), ('Color45', [1, 1, -1]), ('Color90', [1, 1, 1]), ('Color135', [0, 0, 0]), ('Color180', [1, -1, 1]), ('Color225', [-1, 1, 1]), ('Color270', [-1, 1, -1]), ('Color315', [1, -1, -1]), ('Cueresp', [1, -1, 1]), ('target_angle', 180), ('load', 7), ('delay', 9), ('trial', 7)])
239.3641 	EXP 	pos0_2: autoDraw = False
239.3641 	EXP 	pos45_2: autoDraw = False
239.3641 	EXP 	pos90_2: autoDraw = False
239.3641 	EXP 	pos135_2: autoDraw = False
239.3641 	EXP 	pos180_2: autoDraw = False
239.3641 	EXP 	pos225_2: autoDraw = False
239.3641 	EXP 	pos270_2: autoDraw = False
239.3641 	EXP 	pos315_2: autoDraw = False
239.3641 	EXP 	response_2: autoDraw = False
239.3641 	EXP 	pos0_2: fillColor = '[-1. -1.  1.] (rgb)'
239.3641 	EXP 	pos0_2: lineColor = '[-1. -1.  1.] (rgb)'
239.3641 	EXP 	pos45_2: fillColor = '[ 1.  1. -1.] (rgb)'
239.3641 	EXP 	pos45_2: lineColor = '[ 1.  1. -1.] (rgb)'
239.3641 	EXP 	pos90_2: fillColor = '[1. 1. 1.] (rgb)'
239.3641 	EXP 	pos90_2: lineColor = '[1. 1. 1.] (rgb)'
239.3641 	EXP 	pos135_2: fillColor = '[0. 0. 0.] (rgb)'
239.3641 	EXP 	pos135_2: lineColor = '[0. 0. 0.] (rgb)'
239.3641 	EXP 	pos180_2: fillColor = '[ 1. -1.  1.] (rgb)'
239.3641 	EXP 	pos180_2: lineColor = '[ 1. -1.  1.] (rgb)'
239.3641 	EXP 	pos225_2: fillColor = '[-1.  1.  1.] (rgb)'
239.3641 	EXP 	pos225_2: lineColor = '[-1.  1.  1.] (rgb)'
239.3641 	EXP 	pos270_2: fillColor = '[-1.  1. -1.] (rgb)'
239.3641 	EXP 	pos270_2: lineColor = '[-1.  1. -1.] (rgb)'
239.3641 	EXP 	pos315_2: fillColor = '[ 1. -1. -1.] (rgb)'
239.3641 	EXP 	pos315_2: lineColor = '[ 1. -1. -1.] (rgb)'
239.3641 	EXP 	response_2: fillColor = '[ 1. -1.  1.] (rgb)'
239.3641 	EXP 	response_2: lineColor = '[ 1. -1.  1.] (rgb)'
239.3641 	EXP 	pos0_2: autoDraw = True
239.3641 	EXP 	pos45_2: autoDraw = True
239.3641 	EXP 	pos90_2: autoDraw = True
239.3641 	EXP 	pos135_2: autoDraw = True
239.3641 	EXP 	pos180_2: autoDraw = True
239.3641 	EXP 	pos225_2: autoDraw = True
239.3641 	EXP 	pos270_2: autoDraw = True
239.3641 	EXP 	pos315_2: autoDraw = True
239.4587 	DATA 	Mouse:  Left button up, pos=(1290,878)
